Date,Total Volume,Total Value,Market Cap,Closing Price,Price Change,Price Change %,Matched Volume,Matched Value,sentiment_score,Foreign Investor Room,Remaining Room Shares,Remaining Room %,Matched Buy Volume,Matched Buy Value,Matched Sell Volume,Matched Sell Value,Negotiated Buy Volume,Negotiated Buy Value,Negotiated Sell Volume,Negotiated Sell Value,Total Buy Volume,Total Buy Value,Total Sell Volume,Total Sell Value,EPS,P/E,P/B,P/S,Loi nhuan,GT_Khop,KL_Khop,KL_Ban,KL_Mua
2024-12-05,8805101,1290825,218453774,148500,5000,3.48,4849200,707111,2.0,720823899.0,43212945.0,2.94,1495080.0,218134.0,984777.0,143761.0,585900.0,85521.0,585900.0,85521.0,2080980.0,303655.0,1570677.0,229283.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-06,5003200,748645,219924843,149500,1000,0.67,4541200,678952,2.0,720823899.0,43377079.0,2.95,1575696.0,235271.0,2269858.0,338821.0,202000.0,30174.0,202000.0,30174.0,1777696.0,265445.0,2471858.0,368995.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-09,5899005,878028,216247170,147000,-2500,-1.67,4539000,667467,2.0,720823899.0,44419920.0,3.02,616793.0,90662.0,2425113.0,356589.0,0.0,0.0,640000.0,101120.0,616793.0,90662.0,3065113.0,457709.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-10,4287206,637205,219924843,149500,2500,1.7,3597200,533506,1.0,720823899.0,44137468.0,3.0,1267229.0,187894.0,433115.0,64145.0,0.0,0.0,0.0,0.0,1267229.0,187894.0,433115.0,64145.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-11,9266607,1402471,221395912,150500,1000,0.67,4816600,726231,1.0,720823899.0,44530298.0,3.03,1285028.0,193826.0,1361675.0,205209.0,740000.0,104880.0,120000.0,18088.0,2025028.0,298706.0,1481675.0,223297.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-12,5657907,854566,220954591,150200,-300,-0.2,4147900,622837,0.0,720823899.0,46414388.0,3.16,1181023.0,177254.0,1953326.0,292865.0,0.0,0.0,60000.0,8928.0,1181023.0,177254.0,2013326.0,301793.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-13,4864805,733167,219924843,149500,-700,-0.47,3379800,506936,1.0,720823899.0,44919347.0,3.05,1928156.0,289214.0,1951873.0,292813.0,0.0,0.0,0.0,0.0,1928156.0,289214.0,1951873.0,292813.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-16,5671112,856142,220513271,149900,400,0.27,3291100,493650,0.0,720823899.0,44943009.0,3.06,1358013.0,203721.0,1386238.0,207915.0,0.0,0.0,0.0,0.0,1358013.0,203721.0,1386238.0,207915.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-17,7296205,1090438,217718239,148000,-1900,-1.27,5947500,885470,2.0,720823899.0,45102247.0,3.07,1902088.0,283677.0,3996276.0,594852.0,300000.0,44565.0,300000.0,44565.0,2202088.0,328242.0,4296276.0,639417.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-18,3539440,526858,218747988,148700,700,0.47,2923400,435819,1.0,720823899.0,45612715.0,3.1,1441405.0,214906.0,797890.0,118971.0,0.0,0.0,0.0,0.0,1441405.0,214906.0,797890.0,118971.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-19,5825454,864563,217865346,148100,-600,-0.4,4805200,711171,1.0,720823899.0,45076465.0,3.06,1922488.0,284558.0,1183635.0,175151.0,0.0,0.0,0.0,0.0,1922488.0,284558.0,1183635.0,175151.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-20,4735902,710815,219924843,149500,1400,0.95,3538900,529889,1.0,720823899.0,46591529.0,3.17,2507812.0,375463.0,1925814.0,288448.0,460000.0,68902.0,460000.0,68902.0,2967812.0,444365.0,2385814.0,357350.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-23,4310913,648105,220366164,149800,300,0.2,2514800,375097,0.0,720823899.0,46286637.0,3.15,1086282.0,162070.0,1563724.0,233192.0,456100.0,67989.0,432800.0,64512.0,1542382.0,230060.0,1996524.0,297704.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-24,4037903,607236,221248805,150400,600,0.4,2300900,345204,1.0,720823899.0,46495402.0,3.16,974870.0,146254.0,1021564.0,153119.0,1000000.0,150010.0,1000000.0,150010.0,1974870.0,296264.0,2021564.0,303129.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-25,4668104,698840,221837233,150800,400,0.27,2513100,378912,2.0,720823899.0,47852405.0,3.25,568811.0,85720.0,653345.0,98478.0,350000.0,52788.0,350000.0,52788.0,918811.0,138508.0,1003345.0,151266.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-26,2820057,422649,220366164,149800,-1000,-0.66,2233300,334764,1.0,720823899.0,48738019.0,3.31,678110.0,101719.0,1129891.0,169411.0,710000.0,106346.0,710000.0,106346.0,1388110.0,208065.0,1839891.0,275757.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-27,4611705,690788,220071950,149600,-200,-0.13,2561700,382262,2.0,720823899.0,49825583.0,3.39,787500.0,117497.0,298700.0,44569.0,0.0,0.0,0.0,0.0,787500.0,117497.0,298700.0,44569.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-30,3458409,519810,221395912,150500,900,0.6,1982400,296877,2.0,720823899.0,49657280.0,3.38,450500.0,67515.0,465700.0,69719.0,0.0,0.0,0.0,0.0,450500.0,67515.0,465700.0,69719.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2024-12-31,4803202,732417,224338050,152500,2000,1.33,3603200,548817,1.0,720823899.0,50107651.0,3.41,211700.0,32249.0,402000.0,61222.0,0.0,0.0,0.0,0.0,211700.0,32249.0,402000.0,61222.0,5652,5.55,23.8,12.35,2088850000000.0,13050959,96216400,170419800,160185700
2025-01-02,6190801,930773,223602516,152000,-500,-0.33,3172800,479017,0.0,720823899.0,50406417.0,3.43,349600.0,52890.0,1822800.0,274906.0,0.0,0.0,0.0,0.0,349600.0,52890.0,1822800.0,274906.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-03,6446104,968671,219189308,149000,-3000,-1.97,4336100,651136,0.0,720823899.0,49583462.0,3.37,939000.0,141019.0,2477200.0,372272.0,60000.0,9010.0,60000.0,9010.0,999000.0,150029.0,2537200.0,381282.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-06,3467104,517719,219630629,149300,300,0.2,3467100,517718,2.0,720823899.0,49985687.0,3.4,1241900.0,185479.0,1398100.0,208798.0,0.0,0.0,0.0,0.0,1241900.0,185479.0,1398100.0,208798.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-07,4053304,610786,220807484,150100,800,0.54,3453300,519867,1.0,720823899.0,50581138.0,3.44,1664600.0,250631.0,1008100.0,151800.0,200000.0,30119.0,200000.0,30119.0,1864600.0,280750.0,1208100.0,181919.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-08,3879902,576711,218159560,148300,-1800,-1.2,3879900,576711,0.0,720823899.0,51359698.0,3.49,822800.0,122326.0,2373500.0,352822.0,0.0,0.0,0.0,0.0,822800.0,122326.0,2373500.0,352822.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-09,1964401,291101,218895094,148800,500,0.34,1714400,254511,2.0,720823899.0,51426316.0,3.5,508690.0,75537.0,410742.0,60994.0,200000.0,29692.0,200000.0,29692.0,708690.0,105229.0,610742.0,90685.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-10,2737703,405427,216688491,147300,-1500,-1.01,2524700,373943,1.0,720823899.0,51426306.0,3.5,1008279.0,149380.0,792700.0,117645.0,213000.0,31484.0,213000.0,31484.0,1221279.0,180863.0,1005700.0,149129.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-13,5156707,755429,217129811,147600,300,0.2,3488800,511097,1.0,720823899.0,53573945.0,3.64,254661.0,37430.0,1194247.0,175423.0,1667900.0,244342.0,1667900.0,244342.0,1922561.0,281772.0,2862147.0,419765.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-14,4304503,633194,213452138,145100,-2500,-1.69,2897200,422427,1.0,720823899.0,53673420.0,3.65,311267.0,45383.0,1607183.0,234460.0,78300.0,11417.0,78300.0,11417.0,389567.0,56799.0,1685483.0,245877.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-15,3329903,484993,214040566,145500,400,0.28,2840900,412809,0.0,720823899.0,53772762.0,3.66,659358.0,95718.0,1648000.0,239435.0,170900.0,24849.0,170900.0,24849.0,830258.0,120567.0,1818900.0,264284.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-16,3856703,563585,215511635,146500,1000,0.69,3568000,521397,2.0,720823899.0,54521491.0,3.71,428518.0,62689.0,1709300.0,249951.0,288700.0,42188.0,288700.0,42188.0,717218.0,104878.0,1998000.0,292139.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-17,3900004,578062,219189308,149000,2500,1.71,3537000,524314,2.0,720823899.0,55619504.0,3.78,509170.0,75267.0,1359700.0,201037.0,0.0,0.0,100000.0,14824.0,509170.0,75267.0,1459700.0,215861.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-20,2297711,343045,220660377,150000,1000,0.67,2217700,331955,0.0,720823899.0,56390526.0,3.83,876978.0,131256.0,374299.0,55945.0,0.0,0.0,0.0,0.0,876978.0,131256.0,374299.0,55945.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-21,3475801,522390,220513271,149900,-100,-0.07,2480300,372370,2.0,720823899.0,57473596.0,3.91,590230.0,88672.0,715100.0,107129.0,345500.0,51871.0,345500.0,51871.0,935730.0,140543.0,1060600.0,158999.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-22,4066602,609376,220219057,149700,-200,-0.13,2785600,417226,1.0,720823899.0,57998406.0,3.94,934890.0,139940.0,1222400.0,183080.0,0.0,0.0,0.0,0.0,934890.0,139940.0,1222400.0,183080.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-23,8459101,1299117,226985975,154300,4600,3.07,7057800,1086532,2.0,720823899.0,57496890.0,3.91,875815.0,134913.0,1043175.0,160927.0,151300.0,23292.0,151300.0,23292.0,1027115.0,158205.0,1194475.0,184219.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-01-24,3950706,607610,225662013,153400,-900,-0.58,3655700,561884,2.0,720823899.0,57556045.0,3.91,655945.0,100742.0,1809599.0,278236.0,0.0,0.0,0.0,0.0,655945.0,100742.0,1809599.0,278236.0,5697,6.27,26.77,12.74,2086990000000.0,12658417,85416000,142458200,142597200
2025-02-03,12863200,1890881,214040566,145500,-7900,-5.15,12747700,1873902,0.0,720823899.0,56710274.0,3.86,2068171.0,305038.0,5524455.0,813492.0,115500.0,16979.0,115500.0,16979.0,2183671.0,322016.0,5639955.0,830471.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-04,7250700,1064371,215070315,146200,700,0.48,5467700,798580,1.0,720823899.0,56561349.0,3.84,1192100.0,174145.0,2279032.0,332739.0,420000.0,61343.0,420000.0,61343.0,1612100.0,235488.0,2699032.0,394082.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-05,5344100,783416,215217421,146300,100,0.07,5204100,762696,2.0,720823899.0,55562340.0,3.78,2808608.0,411564.0,2859500.0,419099.0,0.0,0.0,0.0,0.0,2808608.0,411564.0,2859500.0,419099.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-06,3724601,544308,215511635,146500,200,0.14,3426600,500993,1.0,720823899.0,60214112.0,4.09,872683.0,127566.0,1024660.0,149802.0,0.0,0.0,0.0,0.0,872683.0,127566.0,1024660.0,149802.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-07,4365900,637557,214923208,146100,-400,-0.27,3865900,564532,1.0,720823899.0,60115223.0,4.09,2302921.0,336283.0,1931663.0,282036.0,500000.0,73025.0,500000.0,73025.0,2802921.0,409308.0,2431663.0,355061.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-10,7749600,1110284,208891824,142000,-4100,-2.81,7749600,1110284,0.0,720823899.0,60916720.0,4.14,2058003.0,295169.0,2126930.0,304578.0,0.0,0.0,0.0,0.0,2058003.0,295169.0,2126930.0,304578.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-11,7361400,1028164,213893459,145400,3400,2.39,5361400,763964,2.0,720823899.0,60083256.0,4.08,1858124.0,265032.0,2116230.0,300521.0,0.0,0.0,0.0,0.0,1858124.0,265032.0,2116230.0,300521.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-12,2035451,293775,213305032,145000,-400,-0.28,1887400,273640,1.0,720823899.0,61299019.0,4.17,685900.0,99429.0,617800.0,89569.0,0.0,0.0,0.0,0.0,685900.0,99429.0,617800.0,89569.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-13,3248100,465945,210510000,143100,-1900,-1.31,2850800,409131,2.0,720823899.0,62892705.0,4.28,503244.0,72249.0,712089.0,102280.0,397300.0,56816.0,397300.0,56816.0,900544.0,129065.0,1109389.0,159096.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-14,3251709,470242,213157925,144900,1800,1.26,3251700,470241,1.0,720823899.0,63612958.0,4.32,1378977.0,199368.0,542200.0,78401.0,0.0,0.0,0.0,0.0,1378977.0,199368.0,542200.0,78401.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-17,2816300,401807,211245535,143600,-1300,-0.9,2466300,354627,1.0,720823899.0,63640328.0,4.33,590430.0,84919.0,1083180.0,155232.0,0.0,0.0,0.0,0.0,590430.0,84919.0,1083180.0,155232.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-18,1664400,239297,211686855,143900,300,0.21,1664400,239297,2.0,720823899.0,63528198.0,4.32,762219.0,109615.0,460470.0,66175.0,0.0,0.0,0.0,0.0,762219.0,109615.0,460470.0,66175.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-19,3469801,498207,211833962,144000,100,0.07,3029800,435016,2.0,720823899.0,62990964.0,4.28,1097434.0,157727.0,749729.0,107572.0,420000.0,60321.0,440000.0,63192.0,1517434.0,218047.0,1189729.0,170764.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-20,3385400,485313,210362893,143000,-1000,-0.69,3385400,485313,2.0,720823899.0,63757444.0,4.33,269700.0,38643.0,1310309.0,187857.0,0.0,0.0,0.0,0.0,269700.0,38643.0,1310309.0,187857.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-21,5332600,756982,208891824,142000,-1000,-0.7,5312600,754130,2.0,720823899.0,62914196.0,4.28,1271718.0,180492.0,2313956.0,328420.0,0.0,0.0,0.0,0.0,1271718.0,180492.0,2313956.0,328420.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-24,7517901,1055207,206685220,140500,-1500,-1.06,7497900,1052387,0.0,720823899.0,62361682.0,4.24,1290243.0,181334.0,3072347.0,430990.0,0.0,0.0,0.0,0.0,1290243.0,181334.0,3072347.0,430990.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-25,7334400,1018328,204478616,139000,-1500,-1.07,6810400,945360,1.0,720823899.0,61855637.0,4.2,1784354.0,247873.0,3167760.0,438526.0,353000.0,49043.0,353000.0,49043.0,2137354.0,296916.0,3520760.0,487569.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-26,3739800,524682,208597610,141800,2800,2.01,3323400,466222,2.0,720823899.0,63241179.0,4.3,917414.0,128892.0,1006692.0,140924.0,500100.0,70271.0,500100.0,70271.0,1417514.0,199163.0,1506792.0,211195.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-27,3921700,553708,207862076,141300,-500,-0.35,3421700,483088,1.0,720823899.0,64762406.0,4.4,1519120.0,214414.0,1440330.0,203218.0,500000.0,70621.0,500000.0,70621.0,2019120.0,285035.0,1940330.0,273839.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-02-28,6943200,970677,206391006,140300,-1000,-0.71,4694400,655863,2.0,720823899.0,66050204.0,4.49,1664962.0,232570.0,2059505.0,287613.0,1456800.0,203538.0,1256800.0,175591.0,3121762.0,436108.0,3316305.0,463205.0,5697,6.27,26.77,12.74,2086990000000.0,8534914,57077300,86906100,88070200
2025-03-03,2933900,412898,206685220,140500,200,0.14,2533900,356622,1.0,720823899.0,66096965.0,4.49,959931.0,135061.0,1478256.0,207971.0,400000.0,56278.0,400000.0,56278.0,1359931.0,191340.0,1878256.0,264249.0,5697,6.27,26.77,12.74,2086990000000.0,13399266,93419200,148910100,161785900
2025-03-04,4024595,561630,205949686,140000,-500,-0.36,3471300,485622,1.0,720823899.0,66100985.0,4.49,1336310.0,186988.0,1242846.0,173449.0,400000.0,55973.0,300000.0,41980.0,1736310.0,242961.0,1542846.0,215429.0,5697,6.27,26.77,12.74,2086990000000.0,13399266,93419200,148910100,161785900
2025-03-05,2851100,398057,204625723,139100,-900,-0.64,2851100,398057,1.0,720823899.0,67518253.0,4.59,610237.0,85198.0,776300.0,108315.0,0.0,0.0,0.0,0.0,610237.0,85198.0,776300.0,108315.0,5697,6.27,26.77,12.74,2086990000000.0,13399266,93419200,148910100,161785900
2025-03-06,6511400,921080,208303396,141600,2500,1.8,6417100,907741,2.0,720823899.0,66916990.0,4.55,2079519.0,293500.0,2420240.0,342230.0,94300.0,13339.0,94300.0,13339.0,2173819.0,306839.0,2514540.0,355569.0,5697,6.27,26.77,12.74,2086990000000.0,13399266,93419200,148910100,161785900
2025-03-07,3436000,486821,208009182,141400,-200,-0.14,2954500,418579,0.0,720823899.0,67355093.0,4.58,788743.0,111749.0,1525192.0,215676.0,441500.0,62437.0,441500.0,62437.0,1230243.0,174185.0,1966692.0,278113.0,5697,6.27,26.77,12.74,2086990000000.0,13399266,93419200,148910100,161785900
2025-03-10,5681900,796168,204919937,139300,-2100,-1.49,5323000,745248,1.0,720823899.0,66589517.0,4.53,1525876.0,213768.0,2671316.0,372406.0,193900.0,27147.0,193900.0,27147.0,1719776.0,240915.0,2865216.0,399553.0,5697,6.27,26.77,12.74,2086990000000.0,13399266,93419200,148910100,161785900
2025-03-11,6164400,849430,202272013,137500,-1800,-1.29,5784400,797080,1.0,720823899.0,67582207.0,4.59,1411550.0,194553.0,1978820.0,272010.0,380000.0,52351.0,380000.0,52351.0,1791550.0,246904.0,2358820.0,324361.0,5697,6.27,26.77,12.74,2086990000000.0,13399266,93419200,148910100,161785900
2025-03-12,6365000,870067,199918302,135900,-1600,-1.16,6185000,844877,0.0,720823899.0,69107399.0,4.7,545200.0,74590.0,2706300.0,369670.0,100000.0,13660.0,100000.0,13660.0,645200.0,88251.0,2806300.0,383330.0,5697,6.27,26.77,12.74,2086990000000.0,13399266,93419200,148910100,161785900
