No.,Indicator,Industry,Stocks,2023,2024,6M_2023,6M_2024,9M_2023,9M_2024,Q1_2023,Q1_2024,Q2_2023,Q2_2024,Q3_2023,Q3_2024,Q4_2023,Q4_2024
154,Lưu chuyển tiền thuần trong kỳ,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","2,032,612,732,318","1,112,387,888,608","-209,812,493,530","-1,501,530,798,287","937,816,184,387","-307,296,924,868","-3,377,189,172,626","-2,096,523,663,732",,,,,,
155,Tiền và tương đương tiền đầu kỳ,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","7,292,876,934,279","8,742,093,116,694","7,292,876,934,279","9,375,316,938,174","7,292,876,934,279","9,375,316,938,174","7,292,876,934,279","9,375,316,938,174",,,,,,
156,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","49,827,271,577","-15,887,411,193","-28,783,331,413","-26,768,886,533","-6,532,216,317","-83,640,288,707","-283,261,558","-37,512,715,687",,,,,,
157,Tiền và tương đương tiền cuối kỳ (70 = 50 +60 + 61),Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","9,375,316,938,174","9,838,593,594,109","7,054,281,109,336","7,847,017,253,354","8,224,160,902,349","8,984,379,724,599","3,915,404,500,095","7,241,280,558,755",,,,,,
158,"1. Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác",Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","182,351,298,126","113,305,419,841","95,011,916,219","57,074,785,858","55,164,694,287","83,446,367,406","57,278,924,406","42,929,332,960","37,732,993,985",,,,,
159,2. Tiền chi trả cho người cung cấp hàng hoá và dịch vụ,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-149,976,250,719","-71,669,019,996","-76,442,637,086","-35,577,041,653","-30,991,543,228","-52,600,681,494","-5,377,536,781","-278,085,586","-31,607,022,701",,,,,
160,3. Tiền chi trả cho người lao động,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-5,252,250,644","-412,382,119","-3,370,728,655","-1,216,765,056","-4,431,917,656","-412,382,119","-2,187,124,203","-804,382,937","-1,306,121,119",,,,,
161,4. Tiền chi trả lãi vay,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-6,175,293,536","-3,210,179,918","-3,305,201,188","-2,003,240,944","-4,842,309,858","-2,626,202,344","-1,658,471,150","-1,164,377,393","-1,646,730,038",,,,,
162,5. Tiền chi nộp thuế thu nhập doanh nghiệp,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-112,739,207","-273,302,611","-51,336,219","-273,302,611","-51,336,219","-273,302,611",,"-30,192,782","-51,336,219",,,,,
163,6. Tiền thu khác từ hoạt động kinh doanh,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","1,259,193,474","9,623,458,312","998,718,467","3,524,669,162","1,092,092,511","4,375,557,892","800,201,278","365,796,759","162,659,382",,,,,
164,7. Tiền chi khác cho hoạt động kinh doanh,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-5,686,703,642","-18,619,784,841","-3,923,907,623","-5,697,268,273","-7,778,246,833","-10,080,379,772","-1,788,174,357","-1,471,259,386","-3,909,957,837",,,,,
165,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","16,407,253,852","28,744,208,668","8,916,823,915","15,831,836,483","8,161,433,004","21,828,976,958","47,067,819,193","39,546,831,635","-625,514,547",,,,,
166,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-6,257,688,564","-5,501,000",,,,"-5,501,000",,,,,,,,
167,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","880,000,000",,,"705,241,219",,,,,,,,,,
168,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,",,"5,189,917,748",,,,"5,189,917,748",,,,,,,,
169,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","212,333,914",,"123,327,347","44,276,681","112,126,976",,"62,289,345","29,303,645","41,490,481",,,,,
170,Lưu chuyển tiền thuần từ hoạt động đầu tư,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-5,165,354,650","5,184,416,748","123,327,347","749,517,900","112,126,976","5,184,416,748","62,289,345","29,303,645","41,490,481",,,,,
171,3. Tiền thu từ đi vay,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","104,611,726,181","58,457,293,876","53,484,231,732","35,952,047,669","91,362,468,203","53,937,690,351",,,"15,955,853,704",,,,,
172,4. Tiền chi trả nợ gốc vay,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-116,954,560,220","-94,299,821,423","-63,213,714,473","-56,206,976,466","-100,193,509,126","-79,508,925,962","-48,011,062,915","-39,334,884,835","-14,955,758,551",,,,,
173,5. Tiền trả nợ gốc thuê tài chính,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,",,"-1,154,297,466",,"-448,896,378",,"-989,042,661",,,,,,,,
174,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,",,,,,,,,,"-224,448,189",,,,,
175,Lưu chuyển tiền thuần từ hoạt động tài chính,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-12,342,834,039","-36,996,825,013","-9,729,482,741","-20,703,825,175","-8,831,040,923","-26,560,278,272","-48,011,062,915","-39,334,884,835","775,646,964",,,,,
176,Lưu chuyển tiền thuần trong kỳ (50=20+30+40),Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","-1,100,934,837","-3,068,199,597","-689,331,479","-4,122,470,792","-557,480,943","453,115,434","-880,954,377","241,250,445","191,622,898",,,,,
177,Tiền và tương đương tiền đầu kỳ,Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","9,591,035,456","8,490,100,619","9,591,035,456","8,490,100,619","9,031,903,140","3,320,343,192","9,591,035,456","8,490,100,619","8,710,081,079",,,,,
178,Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),Công nghệ thông tin,"FPT, POT, DLG, ITD, SMT, CMG, ELC, PIA,","8,490,100,619","5,421,901,022","8,901,703,977","4,367,629,827","8,474,422,197","3,773,458,626","8,710,081,079","8,731,351,064","8,901,703,977",,,,,
